Strain,Type,Rating,Effects,Flavor,Breeders,LOCATION
Connie-Chung,hybrid,4.2,"Uplifted,Relaxed,Happy,Sleepy,Creative","Sweet,Earthy,Pine",DNA Genetics,"Amsterdam,Canada, California"
Conspiracy-Kush,indica,4.6,"Relaxed,Happy,Sleepy,Uplifted,Giggly","Spicy/Herbal,Berry,Earthy",Heroes of the Farm Genetics ,
Cookie-Breath,hybrid,5,"Happy,Relaxed,Uplifted,Giggly,Euphoric","Sweet,Pungent,Earthy",,
Cookie-Dough,hybrid,4.5,"Relaxed,Happy,Euphoric,Giggly,Hungry","Sweet,Earthy,Vanilla",,
Cookie-Jar,hybrid,4.6,"Relaxed,Sleepy,Euphoric,Hungry,Uplifted","Pungent,Sweet,Flowery",,
Cookie-Monster,indica,4.5,"Relaxed,Happy,Hungry,Sleepy,Euphoric","Sweet,Earthy,Flowery",,
Cookie-Wreck,hybrid,4.6,"Happy,Relaxed,Euphoric,Uplifted,Focused","Sweet,Earthy,Pungent",CannaVenture Seeds,
Cookies-And-Cream,hybrid,4.6,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Sweet,Vanilla,Earthy",Exotic Genetix,"Tacoma, Washington"
Cookies-And-Dream,hybrid,4.5,"Uplifted,Relaxed,Happy,Euphoric,Giggly","Sweet,Berry,Citrus",,
Cookies-Kush,indica,4.5,"Relaxed,Happy,Euphoric,Hungry,Sleepy","Sweet,Earthy,Pungent",Barney's Farm,"Amsterdam, Westmont, Illinois"
Copper-Kush,indica,3.9,"Relaxed,Euphoric,Happy,Uplifted,Tingly","Earthy,Pungent,Woody",Nine Point Growth Industries,Washington
Corleone-Kush,indica,4.6,"Relaxed,Euphoric,Happy,Hungry,Sleepy","Earthy,Spicy/Herbal,Flowery",,
Cornbread,indica,4.6,"Relaxed,Euphoric,Hungry,Happy,Sleepy","Lemon,Citrus,Woody",Rare Dankness Seeds,Colorado
Cosmic-Collision,sativa,4.2,"Uplifted,Energetic,Talkative,Euphoric,Relaxed","Sweet,Earthy,Minty",MTG Seeds,
Cotton-Candy-Kush,hybrid,4.3,"Relaxed,Happy,Euphoric,Uplifted,Energetic","Sweet,Berry,Flowery",,
Cotton-Purple-Chem,hybrid,4.4,"Relaxed,Uplifted,Euphoric,Happy,Tingly","Sweet,Earthy,Berry",Hesperides Gardens ,Washington
Cowboy-Kush,hybrid,4.8,"Happy,Uplifted,Euphoric,Relaxed,Creative","Earthy,Pine,Diesel",,
Cracker-Jack,sativa,4.2,"Energetic,Creative,Focused,Happy,Euphoric","Sweet,Woody,Citrus",,
Crater-Lake,hybrid,4.6,"Happy,Uplifted,Talkative,Relaxed,Creative","Citrus,Pine,Pungent",,
Crazy-Miss-Hyde,hybrid,4.9,"Uplifted,Happy,Euphoric,Relaxed,Creative","Sweet,Vanilla,Butter",,
Cream-Caramel,indica,4.2,"Relaxed,Happy,Sleepy,Tingly,Focused","Butter,Sweet,Honey",,
Crimea-Blue,hybrid,4.3,"Happy,Uplifted,Euphoric,Sleepy,Creative","Berry,Tea,Blueberry",Barney's Farm,"Amsterdam, Westmont, Illinois"
Critical-47,hybrid,4.3,"Relaxed,Sleepy,Happy,Giggly,Talkative","Honey,Skunk,Sweet",,
Critical-Bilbo,hybrid,4.4,"Relaxed,Happy,Hungry,Sleepy,Euphoric","Tobacco,Sweet,Earthy",,
Critical-Cheese,hybrid,4.2,"Euphoric,Focused,Happy,Relaxed,Energetic","Cheese,Earthy,Pungent",Dinafem Seeds,"Barcelona, Spain"
Critical-Haze,hybrid,4.3,"Relaxed,Happy,Uplifted,Hungry,Giggly","Citrus,Earthy,Pine",,
Critical-Hog,indica,4.2,"Relaxed,Happy,Uplifted,Euphoric,Sleepy","Earthy,Woody,Flowery",THSeeds,"Amsterdam, Netherlands"
Critical-Jack,hybrid,4.4,"Energetic,Creative,Happy,Focused,Uplifted","Pine,Citrus,Woody",,
Critical-Kali-Mist,sativa,4.6,"Creative,Focused,Uplifted,Happy,Euphoric","Pine,Sweet,Earthy",Delicious Seeds,"Valencia, Spain"
Critical-Kush,indica,4.5,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Earthy,Pungent,Sweet",Barney's Farm,"Amsterdam, Westmont, Illinois"
Critical-Mass,indica,4.3,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Pungent,Sweet",Mr Nice Seeds ,
Critical-Plus,hybrid,4.2,"Relaxed,Happy,Hungry,Sleepy,Creative","Woody,Spicy/Herbal,Pungent",,
Critical-Plus-20,indica,4.2,"Happy,Relaxed,Uplifted,Euphoric,Aroused","Lemon,Earthy,Pine",,
Critical-Sensi-Star,indica,4.2,"Relaxed,Sleepy,Happy,Uplifted,Euphoric","Citrus,Sweet,Lemon",Delicious Seeds,"Valencia, Spain"
Critical-Skunk,hybrid,4.5,"Happy,Relaxed,Creative,Hungry,Aroused","Earthy,Skunk",Mr Nice Seeds ,
Critical-Widow,hybrid,4.3,"Relaxed,Euphoric,Uplifted,Focused,Sleepy","Citrus,Pungent,Sweet",,
Critters-Cookies,hybrid,3.5,"Uplifted,Tingly,Relaxed,Euphoric,Aroused","Lemon,Earthy,Pungent",,
Cronuts,hybrid,4.7,None,None,,
Crosswalker,indica,4.4,"Relaxed,Happy,Euphoric,Uplifted,Creative","Sweet,Blueberry,Pine",,
Crouching-Tiger-Hidden-Alien,indica,4.8,"Relaxed,Happy,Euphoric,Tingly,Uplifted","Pine,Spicy/Herbal,Earthy",Exotic Genetix,"Tacoma, Washington"
Crown-Og,indica,4.7,"Relaxed,Happy,Sleepy,Uplifted,Euphoric","Diesel,Earthy,Pepper",,
Crown-Royale,indica,4.7,"Relaxed,Happy,Euphoric,Sleepy,Aroused","Sweet,Flowery,Berry",,
Crunch-Berry-Kush,hybrid,4.4,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Sweet,Berry,Honey",Encanto Green Cross,"Phoenix, Arizona"
Crypt,hybrid,4.4,"Relaxed,Euphoric,Focused,Happy,Uplifted","Sweet,Cheese,Pungent",,California
Crystal-Coma,sativa,4.6,"Happy,Uplifted,Euphoric,Focused,Creative","Flowery,Earthy,Citrus",Crystal Coma Genetics,California
Crystal-Gayle,hybrid,4.4,"Focused,Creative,Euphoric,Happy,Hungry","Diesel,Earthy,Skunk",,
Crystalberry,indica,4.5,"Aroused,Relaxed,Uplifted,Giggly,Happy","Berry,Blueberry,Grape",,
Cuvee,indica,4.5,"Euphoric,Happy,Relaxed,Giggly,Tingly","Earthy,Grape,Berry",TGA Genetics,"Seattle, Washington"
Dairy-Queen,hybrid,4.4,"Happy,Relaxed,Euphoric,Uplifted,Creative","Cheese,Sweet,Earthy",,
Dakini-Kush,indica,4.5,"Relaxed,Sleepy,Happy,Euphoric,Giggly","Earthy,Coffee,Spicy/Herbal",,
Damn-Sour,sativa,4,"Hungry,Happy,Tingly,Uplifted,Creative","Sweet,Earthy,Ammonia",Green House Seeds,"Amsterdam, Netherlands"
Damnesia,hybrid,4.2,"Relaxed,Happy,Euphoric,Uplifted,Energetic","Spicy/Herbal,Pepper,Earthy",,
Dance-World,sativa,4.6,"Happy,Relaxed,Uplifted,Euphoric,Talkative","Earthy,Citrus,Spicy/Herbal",Royal Queen Seeds,Spain 
Dancehall,hybrid,4.6,"Happy,Relaxed,Uplifted,Energetic,Creative","Earthy,Citrus,Flowery",Reggae Seeds,
Dank-Schrader,indica,4.9,"Relaxed,Happy,Uplifted,Euphoric,Hungry","Tropical,Pine,Earthy",,
Dank-Sinatra,hybrid,5,"Happy,Uplifted,Relaxed,Sleepy,Euphoric","Diesel,Berry,Tropical",,
Dark-Blue-Dream,hybrid,4.6,"Happy,Euphoric,Relaxed,Uplifted,Giggly","Sweet,Berry,Blueberry",Unknown,
Dark-Side-Of-The-Moon,indica,4.6,"Relaxed,Sleepy,Euphoric,Happy,Uplifted","Berry,Earthy,Spicy/Herbal",Exotic Genetix,"Tacoma, Washington"
Dark-Star,indica,4.4,"Relaxed,Sleepy,Happy,Hungry,Euphoric","Earthy,Pungent,Skunk",,
Darkside-Og,indica,4.6,"Sleepy,Relaxed,Euphoric,Hungry,Happy","Lemon,Citrus,Earthy",Colorado Seed Inc.,"Boulder, Colorado"
Darth-Vader-Og,indica,4.4,"Relaxed,Sleepy,Euphoric,Hungry,Tingly","Earthy,Pine,Grape",,
Dawgfather-Og,hybrid,4.1,"Sleepy,Relaxed","Spicy/Herbal,Pepper,Pungent",AlphaKronic Genes,
Dawgs-Waltz,hybrid,4.6,"Euphoric,Relaxed,Uplifted,Happy,Sleepy","Earthy,Skunk,Sweet",Unknown,
Day-Tripper,hybrid,4,"Uplifted,Euphoric,Happy,Relaxed,Sleepy","Blueberry,Strawberry,Pineapple",,
Deadhead-Og,hybrid,4.4,"Uplifted,Relaxed,Happy,Euphoric,Creative","Earthy,Pine,Diesel",,
Deadwood,indica,3.9,"Happy,Talkative,Uplifted,Giggly,Relaxed","Berry,Lavender,Earthy",,
Death-Bubba,indica,4.7,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Pungent,Sweet",Matteo Suleyman ,Vancouver
Death-Star,indica,4.6,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Earthy,Diesel,Pungent",,
Deathstar-Og,indica,4.6,"Relaxed,Happy,Sleepy,Euphoric,Tingly","Diesel,Earthy,Skunk",,
Deep-Cheese,hybrid,4.3,"Relaxed,Uplifted,Creative,Hungry,Talkative","Cheese,Pungent,Skunk",,
Deep-Chunk,indica,4.3,"Happy,Relaxed,Sleepy,Uplifted,Creative","Plum,Earthy,Ammonia",Tom Hill,Afghanistan
Deep-Purple,indica,3.9,"Relaxed,Happy,Euphoric,Sleepy,Tingly","Grape,Earthy,Sweet",TGA Genetics,"Seattle, Washington"
Deep-Sleep,indica,4.5,"Relaxed,Euphoric,Sleepy,Tingly,Happy","Pungent,Earthy,Sweet",,
Delahaze,sativa,4.5,"Uplifted,Happy,Energetic,Focused,Talkative","Citrus,Mango,Sweet",Paradise Seeds,"Amsterdam, Netherlands"
Denver-Maple,indica,4.4,"Relaxed,Sleepy,Giggly,Tingly,Uplifted","Sweet,Earthy,Pine",,
Desert-Star,hybrid,4.8,"Hungry,Sleepy,Tingly,Uplifted,Creative",Earthy,,
Destroyer,sativa,4.9,"Energetic,Uplifted,Euphoric,Giggly,Happy","Lavender,Ammonia,Sweet",CannaBiogen,
Devil-Fruit,indica,4.4,"Relaxed,Happy,Euphoric,Focused,Hungry","Spicy/Herbal,Pepper,Sweet",Medical Seeds Co,Spain
Devils-Tit,sativa,4.1,"Energetic,Focused,Relaxed,Talkative,Tingly","Spicy/Herbal,Pepper,Earthy",Snow High Seeds,Uzbekistan
Diablo,indica,4.1,"Happy,Tingly,Euphoric,Creative,Uplifted","Sweet,Earthy,Spicy/Herbal",,
Diamond-Og,indica,4.5,"Relaxed,Sleepy,Happy,Uplifted,Euphoric","Earthy,Spicy/Herbal,Pine",,
Diamond-Socks,hybrid,4.3,"Happy,Relaxed",None,,
Diamond-Valley-Kush,hybrid,5,"Happy,Relaxed,Sleepy,Creative,Energetic","Earthy,Spicy/Herbal,Pungent",,
Diesel-Duff,hybrid,3.8,"Euphoric,Happy,Talkative,Giggly,Uplifted","Sweet,Flowery,Honey",,
Dieseltonic,hybrid,4.1,"Relaxed,Sleepy,Giggly,Focused,Uplifted","Diesel,Earthy,Woody",Resin Seeds,Spain
Digweed,indica,3.9,"Happy,Uplifted,Relaxed,Sleepy,Giggly","Earthy,Skunk,Spicy/Herbal",,
Dinachem,hybrid,4.7,"Talkative,Relaxed,Happy,Energetic,Giggly","Tropical,Pungent,Earthy",Dinafem Seeds,"Barcelona, Spain"
Dirty-Girl,sativa,4.5,"Uplifted,Happy,Focused,Euphoric,Energetic","Citrus,Sweet,Lemon",,
Dirty-Old-Bastard,indica,5,None,"Spicy/Herbal,Flowery",,
Dirty-Widow,hybrid,4.2,"Uplifted,Energetic,Talkative,Tingly,Euphoric","Sweet,Earthy,Pungent",,
Disney-Blue,hybrid,4.5,"Happy,Creative,Energetic,Focused,Giggly","Sweet,Lime,Apple",,
Dizzy-Og,hybrid,5,"Giggly,Relaxed,Uplifted,Happy,Hungry","Sweet,Pungent,Spicy/Herbal",,
Dj-Andy-Williams,sativa,5,"Creative,Energetic",None,,
Dj-Short-Blueberry,indica,4.4,"Relaxed,Euphoric,Happy,Uplifted,Sleepy","Blueberry,Sweet,Berry",,
Dj-Smoke,hybrid,4,"Euphoric,Relaxed,Aroused,Talkative,Uplifted","Sweet,Citrus,Lavender",Colorado Seed Inc.,"Boulder, Colorado"
Django,sativa,4.6,"Energetic,Uplifted,Happy,Talkative,Euphoric","Sweet,Flowery,Earthy",Unknown,
Do-Over-Og,hybrid,4.7,"Talkative,Uplifted,Creative,Euphoric,Happy",,,
Do-Si-Dos,indica,4.8,"Relaxed,Euphoric,Sleepy,Happy,Hungry","Earthy,Sweet,Pungent",,
Doctor-Doctor,sativa,5,"Relaxed,Uplifted,Focused,Happy,Aroused","Sweet,Strawberry,Citrus",Vodis USA,Malawi
Dog-Shit,hybrid,4.3,"Creative,Euphoric,Relaxed,Uplifted,Happy","Pungent,Earthy,Berry",,
Dogwalker-Og,hybrid,4.7,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Earthy,Skunk,Pungent",,
Dolla-Sign-Og-Kush,indica,5,"Creative,Sleepy,Uplifted,Energetic,Hungry","Sweet,Flowery,Pungent",Ty Dolla Sign,
Domino,indica,4,"Sleepy,Happy,Tingly,Uplifted,Euphoric",,,
Don-Shula,hybrid,5,"Uplifted,Euphoric,Relaxed,Talkative,Happy","Citrus,Tropical,Diesel",,
Donegal,hybrid,3.8,"Euphoric,Relaxed,Sleepy,Talkative,Energetic","Earthy,Woody,Pungent","Canadian LP Tweed, Inc",Canada
Donna-Og,hybrid,4.6,"Creative,Euphoric,Relaxed,Happy,Hungry","Citrus,Pungent,Sweet",,
Doobiebird-Daydream,hybrid,4.6,"Euphoric,Tingly,Happy,Talkative,Relaxed","Blueberry,Earthy,Sweet",,
Doox,sativa,4.4,"Uplifted,Energetic,Happy,Focused,Tingly","Sweet,Citrus,Lime",Purple Cow,
Dopium,hybrid,4.5,"Relaxed,Euphoric,Focused,Energetic,Uplifted","Earthy,Pine,Pungent",,
Dorit,indica,4.4,"Relaxed,Euphoric,Uplifted,Tingly,Sleepy","Ammonia,Spicy/Herbal,Minty",,
Double-Barrel-Og,hybrid,4.2,"Relaxed,Euphoric,Hungry,Sleepy,Uplifted","Earthy,Citrus",,
Double-D,indica,4.3,"Euphoric,Happy,Uplifted,Aroused,Energetic","Sweet,Pungent,Skunk",KC Brains,Holland
Double-Diesel,sativa,4.2,"Creative,Happy,Focused,Energetic,Euphoric","Diesel,Lime,Citrus",,
Double-Dream,hybrid,4.5,"Uplifted,Relaxed,Happy,Focused,Euphoric","Sweet,Earthy,Berry",,
Double-Dutch,hybrid,4.3,"Hungry,Uplifted,Talkative,Creative,Energetic","Tar,Earthy,Sweet",Magus Genetics,
Double-Mint,indica,5,"Uplifted,Euphoric,Sleepy,Talkative,Tingly","Minty,Mint,Lemon",Natural Genetics Seeds ,
Double-Og,indica,4.6,"Sleepy,Happy,Euphoric,Relaxed,Focused","Earthy,Diesel,Skunk",,
Double-Purple-Doja,indica,4.7,"Relaxed,Creative,Sleepy,Happy,Euphoric","Earthy,Grape,Pungent",,
Double-Tangie-Banana,hybrid,4.4,"Happy,Uplifted,Relaxed,Energetic,Euphoric","Citrus,Sweet,Orange",,
Double-Tap,indica,5,"Talkative,Happy,Relaxed",None,Mr Mack’s Snacks,
Dougs-Varin,sativa,5,"Uplifted,Creative,Energetic,Focused,Talkative",None,,
Dr-Bubbles,hybrid,4,None,None,,
Dr-Feelgood,hybrid,4.5,"Happy,Relaxed,Tingly,Euphoric,Sleepy","Earthy,Woody,Nutty",,
Dr-Funk,indica,4.6,"Relaxed,Happy,Tingly,Sleepy,Aroused","Earthy,Berry,Blueberry",,
Dr-Grinspoon,sativa,4.8,"Happy,Energetic,Uplifted,Creative,Talkative","Earthy,Citrus,Pungent",,
Dr-Quantum,hybrid,0,None,None,,
Dr-Who,hybrid,4.5,"Relaxed,Happy,Euphoric,Uplifted,Creative","Sweet,Earthy,Berry",,
Dragon-Og,hybrid,4.4,"Uplifted,Happy,Relaxed,Euphoric,Focused","Diesel,Berry,Tropical",,
Dragons-Breath,hybrid,4.6,"Happy,Uplifted,Talkative,Relaxed,Creative","Spicy/Herbal,Earthy,Skunk",,
Dreadlock,hybrid,4,"Focused,Relaxed,Talkative,Tingly,Uplifted","Earthy,Diesel,Sage",Joint Doctor Seeds,Canada
Dream-Beaver,sativa,4.7,"Happy,Uplifted,Energetic,Talkative,Creative","Pineapple,Woody,Spicy/Herbal",Bodhi Seeds,"Afghanistan, Hawaii and Nepal"
Dream-Berry,indica,4.5,"Relaxed,Sleepy,Euphoric,Happy,Giggly","Berry,Citrus,Diesel",,
Dream-Lotus,hybrid,4.3,"Happy,Uplifted,Relaxed,Euphoric,Energetic","Spicy/Herbal,Woody,Tea",Bodhi Seeds,"Afghanistan, Hawaii and Nepal"
Dream-Police,hybrid,3.7,"Uplifted,Talkative,Energetic,Euphoric,Creative","Pepper,Blueberry,Citrus",,
Dream-Queen,hybrid,4.3,"Happy,Uplifted,Euphoric,Relaxed,Energetic","Citrus,Sweet,Earthy",,
Dream-Star,hybrid,4.8,"Euphoric,Creative,Uplifted,Talkative,Relaxed","Earthy,Woody,Sweet",Oaksterdam Seed Co,
Dreamers-Glass,hybrid,4.4,"Uplifted,Euphoric,Creative,Relaxed,Giggly","Earthy,Skunk,Sweet",Unknown,
Drizella,sativa,4.8,"Uplifted,Energetic,Happy,Euphoric,Giggly","Sweet,Earthy,Pungent",Dynasty Seeds,
Duke-Nukem,hybrid,4.4,"Creative,Happy,Energetic,Focused,Euphoric","Sweet,Pungent,Earthy",,
Durban-Berry,hybrid,4.6,"Focused,Relaxed,Happy,Creative,Uplifted","Pine,Citrus,Lemon",,
Durban-Cheese,hybrid,4.2,"Hungry,Euphoric,Uplifted,Giggly,Relaxed","Blue,Cheese,Cheese,Earthy",,
Durban-Cookies,sativa,4.5,"Happy,Uplifted,Euphoric,Relaxed,Hungry","Sweet,Earthy,Woody",Unknown,
Durban-Poison,sativa,4.4,"Energetic,Happy,Uplifted,Euphoric,Focused","Earthy,Sweet,Pine",,South Africa
Durga-Mata,indica,4.9,"Relaxed,Happy,Giggly,Uplifted,Creative","Minty,Earthy,Citrus",Paradise Seeds,"Amsterdam, Netherlands"
Dutch-Crunch,hybrid,4.2,"Tingly,Focused,Hungry,Relaxed,Aroused","Spicy/Herbal,Pepper,Citrus",,
Dutch-Dragon,sativa,4.5,"Euphoric,Relaxed,Happy,Creative,Focused","Citrus,Sweet,Mint",Paradise Seeds,"Amsterdam, Netherlands"
Dutch-Hawaiian,sativa,4.3,"Happy,Relaxed,Uplifted,Euphoric,Energetic","Citrus,Sweet,Tropical",,
Dutch-Haze,sativa,4,"Relaxed,Energetic,Creative,Happy,Aroused","Citrus,Earthy",Dutch Passion Seed Company,Amsterdam
Dutch-Kush,indica,3.9,"Hungry,Relaxed,Sleepy,Giggly,Creative","Coffee,Berry,Flowery",Paradise Seeds,"Amsterdam, Netherlands"
Dutch-Queen,hybrid,4.4,"Happy,Relaxed,Tingly,Talkative,Euphoric","Sweet,Earthy,Pungent",Buddy Boy Farms ,Washington
Dutch-Thunder-Fuck,hybrid,4.9,"Uplifted,Euphoric,Talkative,Relaxed,Creative","Earthy,Citrus,Lemon",Sirius Buds,
Dutch-Treat,hybrid,4.3,"Relaxed,Happy,Euphoric,Uplifted,Focused","Sweet,Pine,Earthy",,
Dutch-Treat-Haze,hybrid,4.5,"Happy,Uplifted,Relaxed,Euphoric,Energetic","Earthy,Citrus,Berry",,
Dutchberry,hybrid,4.5,"Happy,Uplifted,Energetic,Relaxed,Creative","Berry,Sweet,Orange",Artizen Cannabis,"Lacey, Washington"
Dynamite,indica,4.4,"Relaxed,Euphoric,Happy,Hungry,Sleepy","Citrus,Grapefruit,Earthy",,
Early-Girl,indica,3.8,"Relaxed,Happy,Hungry,Uplifted,Talkative","Citrus,Earthy,Pine",,
Early-Miss,hybrid,3.9,"Creative,Euphoric,Relaxed,Aroused,Talkative","Pepper,Ammonia,Spicy/Herbal",Crop King Seeds,
Early-Pearl,sativa,3.9,"Relaxed,Hungry,Euphoric,Focused,Talkative","Sweet,Earthy,Tea",Sensi Seeds,"Amsterdam, Netherlands"
Early-Skunk,hybrid,4.1,"Relaxed,Uplifted,Hungry,Happy,Energetic","Flowery,Skunk,Earthy",,
Earth-Og,hybrid,4.2,"Relaxed,Sleepy,Hungry,Happy,Creative","Earthy,Spicy/Herbal,Pine",,
Earthquake,hybrid,4.5,"Creative,Euphoric,Uplifted,Happy,Energetic","Woody,Pine,Earthy",,
Earthshaker-Og,hybrid,4.4,"Happy,Euphoric,Aroused,Creative,Energetic",Earthy,,
East-Coast-Alien,sativa,4.4,"Happy,Euphoric,Hungry,Relaxed,Focused","Diesel,Earthy,Spicy/Herbal",Unknown,
East-Coast-Sour-Diesel,sativa,4.3,"Happy,Euphoric,Relaxed,Energetic,Uplifted","Diesel,Pungent,Lemon",,
Eastern-European,indica,5,"Sleepy,Happy,Relaxed","Earthy,Woody,Pine",,
Easy-Bud,hybrid,4.7,"Euphoric,Relaxed,Uplifted,Creative,Happy","Lemon,Skunk,Spicy/Herbal",Royal Queen Seeds,Spain 
Easy-Peezy,hybrid,4.5,"Relaxed,Sleepy,Uplifted,Creative,Euphoric","Lemon,Spicy/Herbal,Earthy",,
Ebola-7,hybrid,4.5,"Talkative,Creative,Relaxed,Uplifted,Energetic","Sweet,Spicy/Herbal,Pine",,
Ecto-Cooler,hybrid,4.4,"Happy,Euphoric,Uplifted,Creative,Focused","Citrus,Earthy,Chemical",,
Ed-Rosenthal-Super-Bud,hybrid,4.3,"Uplifted,Relaxed,Focused,Creative,Euphoric","Earthy,Pine,Citrus",Sensi Seeds,"Amsterdam, Netherlands"
Edelweiss,indica,4.1,"Happy,Relaxed,Hungry,Sleepy,Creative","Sweet,Lime,Earthy",,
El-Chapo-Og,indica,4.7,"Relaxed,Happy,Uplifted,Sleepy,Euphoric","Earthy,Flowery,Pungent",,
El-Jeffe,indica,4.7,"Euphoric,Relaxed,Happy,Tingly,Uplifted","Earthy,Pungent,Pine",Rare Dankness Seeds,Colorado
El-Na,hybrid,5,"Aroused,Tingly,Happy,Relaxed","Earthy,Pungent,Pine",Tikum Olam,Alaska
El-Nino,hybrid,3.8,"Happy,Sleepy,Relaxed,Uplifted,Talkative","Earthy,Woody,Spicy/Herbal",,
El-Perro,hybrid,4.9,"Happy,Relaxed,Uplifted,Euphoric,Sleepy","Pine,Earthy,Pungent",,
Elderberry-Kush,hybrid,4.1,"Relaxed,Happy,Hungry,Sleepy,Euphoric","Berry,Woody,Earthy",Green Devil Genetics,Spain
Electric-Black-Mamba,indica,5,"Relaxed,Uplifted,Creative,Sleepy,Euphoric","Earthy,Pine",,
Electric-Kool-Aid,hybrid,4.8,"Happy,Uplifted,Talkative,Euphoric,Giggly","Berry,Grape,Diesel",,
Electric-Lemon-G,sativa,4.2,"Euphoric,Happy,Focused,Uplifted,Energetic","Lemon,Citrus,Lime",,
Electric-Lemonade,sativa,4.8,"Creative,Happy,Tingly,Uplifted,Energetic","Berry,Orange,Lemon",Palomar Craft Cannabis,
Elephant,sativa,4,"Sleepy,Happy,Euphoric,Focused,Aroused","Sweet,Earthy,Tropical",,
Elmers-Glue,hybrid,4.8,"Hungry,Relaxed,Uplifted,Euphoric,Focused","Sage,Pepper,Sweet",Relentless Genetics,
Elphinstone,sativa,4.5,"Happy,Uplifted,Focused,Talkative,Energetic","Sweet,Skunk,Tropical",,
Elvis,hybrid,4.6,"Relaxed,Uplifted,Euphoric,Talkative,Sleepy","Sweet,Earthy,Flowery",Seedism,
Emerald-Jack,sativa,4.4,"Happy,Uplifted,Euphoric,Energetic,Creative","Earthy,Grape,Pine",,
Emerald-Og,indica,4.7,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Citrus,Woody",California Breeders Association,
Emperor-Cookie-Dough,hybrid,4.9,"Uplifted,Relaxed,Euphoric,Giggly,Happy","Sweet,Citrus,Diesel",,
Endless-Sky,indica,4.5,"Euphoric,Relaxed,Happy,Sleepy,Hungry","Berry,Sweet,Butter",Greenthumb Seeds,
Enemy-Of-The-State,indica,4.1,"Euphoric,Aroused,Focused,Tingly,Giggly","Spicy/Herbal,Tree,Fruit,Earthy",Super Strains,
Enigma,indica,4.6,"Relaxed,Happy,Sleepy,Giggly,Euphoric","Citrus,Pungent,Flowery",,
Eran-Almog,indica,4.3,"Relaxed,Euphoric,Happy,Sleepy,Uplifted","Earthy,Citrus,Woody",Tikum Olam,Alaska
Erdpurt,indica,0,None,None,Ace Seeds,"Valencia, Spain"
Erez,indica,4.3,"Relaxed,Happy,Sleepy,Euphoric,Tingly","Flowery,Berry,Blueberry",Tikum Olam,Alaska
Ether,indica,3.5,"Sleepy,Uplifted,Euphoric,Happy,Hungry",,,
Ethiopian,sativa,3,Hungry,Coffee,Ace Seeds,"Valencia, Spain"
Eugene-Cream,hybrid,4.6,"Relaxed,Sleepy,Tingly,Creative,Euphoric","Sweet,Earthy,Butter",Drift Away Farm,
Euphoria,sativa,4.3,"Euphoric,Happy,Energetic,Creative,Relaxed","Earthy,Skunk,Sweet",Amsterdam’s Dutch Passion Seed Company,
Euphoria-Cookies,hybrid,5,"Euphoric,Creative,Uplifted,Happy,Relaxed","Sweet,Citrus,Tropical",,
Everlast,indica,4.6,"Relaxed,Sleepy,Happy,Tingly,Euphoric","Earthy,Skunk,Flowery",,Washington
Ewok,hybrid,4.6,"Relaxed,Happy,Euphoric,Creative,Uplifted","Earthy,Woody,Pungent",,
Exodus-Cheese,hybrid,4.3,"Uplifted,Relaxed,Euphoric,Happy,Focused","Cheese,Citrus,Blueberry",,
Extreme-Cream,indica,4.8,"Relaxed,Sleepy,Happy,Uplifted,Euphoric","Butter,Sweet,Earthy",Exotic Genetix,"Tacoma, Washington"
Extreme-Og,indica,4.9,"Relaxed,Sleepy,Hungry,Happy,Aroused","Lime,Earthy,Pungent",Exotic Genetix,"Tacoma, Washington"
Face-Off-Og,indica,4.8,"Relaxed,Sleepy,Euphoric,Tingly,Happy","Pungent,Sweet,Earthy",,
Fallen-Angel,indica,5,"Hungry,Relaxed,Sleepy,Uplifted,Euphoric","Earthy,Sage,Sweet",Devil’s Harvest Seed Company,
False-Teeth,hybrid,5,"Uplifted,Relaxed,Creative,Happy,Tingly","Earthy,Diesel,Grape",,
Fast-Eddy,hybrid,4.2,"Sleepy,Happy,Relaxed,Creative,Euphoric","Citrus,Pungent,Skunk",,
Fat-Axl,hybrid,4.3,"Talkative,Uplifted,Creative,Happy,Energetic","Diesel,Earthy,Skunk",,
Fat-Nelson,hybrid,4.6,"Euphoric,Happy,Uplifted,Creative,Energetic","Citrus,Pungent,Sage",,
Fat-Purple,indica,4.7,"Aroused,Euphoric,Relaxed,Giggly,Happy","Berry,Grape,Sweet",Hazeman,
Faygo-Red-Pop,indica,4.8,"Relaxed,Happy,Creative,Euphoric,Giggly","Strawberry,Spicy/Herbal,Sage",710 Savant,
Fighting-Buddha,sativa,5,None,None,Chimera Seeds,
Fire-Alien-Kush,hybrid,4.5,"Uplifted,Happy,Euphoric,Aroused,Giggly","Earthy,Woody,Spicy/Herbal",OG Raskal Genetics,
Fire-Alien-Strawberry,hybrid,4,"Talkative,Happy,Hungry,Relaxed,Energetic","Spicy/Herbal,Strawberry,Earthy",OG Raskal Genetics,
